"grib_id","hrap_x","hrap_y","bin_area","area_name"
503155,947,449,6010726,"Deep"
503156,948,449,4612346,"Deep"
503157,949,449,13690201,"Deep"
503158,950,449,11685526,"Deep"
503159,951,449,8388926,"Deep"
503160,952,449,5718012,"Deep"
503161,953,449,816736,"Deep"
503163,955,449,1842986,"Deep"
503164,956,449,9882831,"Deep"
503165,957,449,130070,"Deep"
504264,935,450,174288,"Deep"
504265,936,450,10113964,"Deep"
504266,937,450,14871770,"Deep"
504267,938,450,15997155,"Deep"
504268,939,450,12054872,"Deep"
504269,940,450,3713741,"Deep"
504270,941,450,109409,"Deep"
504271,942,450,94520,"Deep"
504272,943,450,84330,"Deep"
504279,950,450,3946,"Deep"
505387,937,451,2050933,"Deep"
505388,938,451,1038921,"Deep"
500920,954,447,6491,"Haw"
500923,957,447,18423,"Haw"
500924,958,447,1539596,"Haw"
500925,959,447,1103461,"Haw"
500926,960,447,826746,"Haw"
500927,961,447,2204760,"Haw"
500928,962,447,10193689,"Haw"
500929,963,447,197972,"Haw"
502031,944,448,1337283,"Haw"
502032,945,448,4240096,"Haw"
502039,952,448,607153,"Haw"
502040,953,448,1864889,"Haw"
502041,954,448,11012737,"Haw"
502042,955,448,2784076,"Haw"
502044,957,448,8883169,"Haw"
502045,958,448,16330536,"Haw"
502046,959,448,15427700,"Haw"
502047,960,448,15900067,"Haw"
502048,961,448,16296472,"Haw"
502049,962,448,16311488,"Haw"
502050,963,448,5705798,"Haw"
503149,941,449,1012712,"Haw"
503150,942,449,1838393,"Haw"
503151,943,449,5283220,"Haw"
503152,944,449,14182193,"Haw"
503153,945,449,16212274,"Haw"
503154,946,449,14238119,"Haw"
503155,947,449,10381805,"Haw"
503156,948,449,11775464,"Haw"
503157,949,449,2692883,"Haw"
503158,950,449,4692828,"Haw"
503159,951,449,7984694,"Haw"
503160,952,449,10650870,"Haw"
503161,953,449,15547404,"Haw"
503162,954,449,16359394,"Haw"
503163,955,449,14511658,"Haw"
503164,956,449,6467059,"Haw"
503165,957,449,16215061,"Haw"
503166,958,449,16340370,"Haw"
503167,959,449,16335605,"Haw"
503168,960,449,16330835,"Haw"
503169,961,449,16326061,"Haw"
503170,962,449,16272510,"Haw"
503171,963,449,2159435,"Haw"
504264,935,450,1709265,"Haw"
504265,936,450,5571768,"Haw"
504266,937,450,1577795,"Haw"
504267,938,450,447720,"Haw"
504268,939,450,4385310,"Haw"
504269,940,450,12721743,"Haw"
504270,941,450,16321373,"Haw"
504271,942,450,16331556,"Haw"
504272,943,450,16337035,"Haw"
504273,944,450,16416651,"Haw"
504274,945,450,16411932,"Haw"
504275,946,450,16407209,"Haw"
504276,947,450,16402482,"Haw"
504277,948,450,16397751,"Haw"
504278,949,450,16393015,"Haw"
504279,950,450,16384330,"Haw"
504280,951,450,16383532,"Haw"
504281,952,450,16378785,"Haw"
504282,953,450,16374033,"Haw"
504283,954,450,16369278,"Haw"
504284,955,450,16364518,"Haw"
504285,956,450,16359755,"Haw"
504286,957,450,16354987,"Haw"
504287,958,450,16350216,"Haw"
504288,959,450,16345440,"Haw"
504289,960,450,16340661,"Haw"
504290,961,450,16335878,"Haw"
504291,962,450,16331091,"Haw"
504292,963,450,11619748,"Haw"
504293,964,450,50864,"Haw"
505385,935,451,2577375,"Haw"
505386,936,451,16464317,"Haw"
505387,937,451,14408690,"Haw"
505388,938,451,15416002,"Haw"
505389,939,451,16450221,"Haw"
505390,940,451,16445513,"Haw"
505391,941,451,16440802,"Haw"
505392,942,451,16436086,"Haw"
505393,943,451,16431366,"Haw"
505394,944,451,16426641,"Haw"
505395,945,451,16421913,"Haw"
505396,946,451,16417180,"Haw"
505397,947,451,16412444,"Haw"
505398,948,451,16407703,"Haw"
505399,949,451,16402958,"Haw"
505400,950,451,16398209,"Haw"
505401,951,451,16393456,"Haw"
505402,952,451,16388699,"Haw"
505403,953,451,16383938,"Haw"
505404,954,451,16379172,"Haw"
505405,955,451,16374403,"Haw"
505406,956,451,16369630,"Haw"
505407,957,451,16364853,"Haw"
505408,958,451,16360072,"Haw"
505409,959,451,16355287,"Haw"
505410,960,451,16350498,"Haw"
505411,961,451,16345705,"Haw"
505412,962,451,16340909,"Haw"
505413,963,451,16336108,"Haw"
505414,964,451,5909604,"Haw"
506506,935,452,3272348,"Haw"
506507,936,452,16460697,"Haw"
506508,937,452,16469692,"Haw"
506509,938,452,16464983,"Haw"
506510,939,452,16460271,"Haw"
506511,940,452,16455554,"Haw"
506512,941,452,16450832,"Haw"
506513,942,452,16446107,"Haw"
506514,943,452,16441377,"Haw"
506515,944,452,16436643,"Haw"
506516,945,452,16431905,"Haw"
506517,946,452,16427163,"Haw"
506518,947,452,16422417,"Haw"
506519,948,452,16417667,"Haw"
506520,949,452,16412912,"Haw"
506521,950,452,16408153,"Haw"
506522,951,452,16403391,"Haw"
506523,952,452,16398624,"Haw"
506524,953,452,16393853,"Haw"
506525,954,452,16389078,"Haw"
506526,955,452,16384300,"Haw"
506527,956,452,16379517,"Haw"
506528,957,452,16374730,"Haw"
506529,958,452,16369940,"Haw"
506530,959,452,16365145,"Haw"
506531,960,452,16360347,"Haw"
506532,961,452,16355544,"Haw"
506533,962,452,16350738,"Haw"
506534,963,452,16345928,"Haw"
506535,964,452,11716850,"Haw"
507628,936,453,14256814,"Haw"
507629,937,453,16479772,"Haw"
507630,938,453,16475054,"Haw"
507631,939,453,16470332,"Haw"
507632,940,453,16465606,"Haw"
507633,941,453,16460875,"Haw"
507634,942,453,16456140,"Haw"
507635,943,453,16451400,"Haw"
507636,944,453,16446657,"Haw"
507637,945,453,16441909,"Haw"
507638,946,453,16437158,"Haw"
507639,947,453,16432402,"Haw"
507640,948,453,16427642,"Haw"
507641,949,453,16422877,"Haw"
507642,950,453,16418109,"Haw"
507643,951,453,16413337,"Haw"
507644,952,453,16408561,"Haw"
507645,953,453,16403780,"Haw"
507646,954,453,16398996,"Haw"
507647,955,453,16394207,"Haw"
507648,956,453,16389415,"Haw"
507649,957,453,16384619,"Haw"
507650,958,453,16379818,"Haw"
507651,959,453,16375014,"Haw"
507652,960,453,16370206,"Haw"
507653,961,453,16365394,"Haw"
507654,962,453,16360578,"Haw"
507655,963,453,16285907,"Haw"
507656,964,453,7247624,"Haw"
508748,935,454,564024,"Haw"
508749,936,454,13871571,"Haw"
508750,937,454,16489865,"Haw"
508751,938,454,16485137,"Haw"
508752,939,454,16480405,"Haw"
508753,940,454,16475669,"Haw"
508754,941,454,16470929,"Haw"
508755,942,454,16466184,"Haw"
508756,943,454,16461435,"Haw"
508757,944,454,16456682,"Haw"
508758,945,454,16451925,"Haw"
508759,946,454,16447163,"Haw"
508760,947,454,16442398,"Haw"
508761,948,454,16437628,"Haw"
508762,949,454,16432854,"Haw"
508763,950,454,16428077,"Haw"
508764,951,454,16423295,"Haw"
508765,952,454,16418509,"Haw"
508766,953,454,16413719,"Haw"
508767,954,454,16408925,"Haw"
508768,955,454,16404126,"Haw"
508769,956,454,16399324,"Haw"
508770,957,454,16394518,"Haw"
508771,958,454,16389709,"Haw"
508772,959,454,16384895,"Haw"
508773,960,454,16380077,"Haw"
508774,961,454,16375255,"Haw"
508775,962,454,16370430,"Haw"
508776,963,454,7647522,"Haw"
509870,936,455,3763784,"Haw"
509871,937,455,15883468,"Haw"
509872,938,455,16495232,"Haw"
509873,939,455,16490490,"Haw"
509874,940,455,16485745,"Haw"
509875,941,455,16480994,"Haw"
509876,942,455,16476240,"Haw"
509877,943,455,16471482,"Haw"
509878,944,455,16466719,"Haw"
509879,945,455,16461952,"Haw"
509880,946,455,16457181,"Haw"
509881,947,455,16452406,"Haw"
509882,948,455,16447626,"Haw"
509883,949,455,16442843,"Haw"
509884,950,455,16438055,"Haw"
509885,951,455,16433264,"Haw"
509886,952,455,16428468,"Haw"
509887,953,455,16423668,"Haw"
509888,954,455,16418865,"Haw"
509889,955,455,16414057,"Haw"
509890,956,455,16409245,"Haw"
509891,957,455,16404429,"Haw"
509892,958,455,16399610,"Haw"
509893,959,455,16394786,"Haw"
509894,960,455,16389959,"Haw"
509895,961,455,16385127,"Haw"
509896,962,455,16380292,"Haw"
509897,963,455,7740477,"Haw"
510992,937,456,6509429,"Haw"
510993,938,456,16505338,"Haw"
510994,939,456,16500587,"Haw"
510995,940,456,16495832,"Haw"
510996,941,456,16491072,"Haw"
